,Bedrooms,property_type,location,price,Living area,Kitchen type,Furnished,How many fireplaces?,Garden surface,Terrace surface,Surface of the plot,Number of frontages,Swimming pool,Building condition
4550,10,Villa,0,"€1,345,000",470,Semi equipped,No,0,1200,30,1886,4,0,Good
4551,7,Mixed-use building,0,"€1,395,000",480,USA installed,No,0,0,0,136,2,No,Good
4552,6,House,0,"€1,395,000",400,Hyper equipped,No,0,2700,0,2700,4,No,Good
4553,6,Villa,0,"€1,425,000",340,Hyper equipped,No,0,0,25,821,4,No,As new
4554,6,Mixed-use building,0,"€1,450,000",300,USA installed,No,0,0,50,76,2,0,0
4555,2,House,8660,"€1,450,000",190,USA installed,Yes,0,200,40,300,4,Yes,Just renovated
4556,7,House,0,"€1,475,000",500,Installed,No,0,2525,0,2525,4,No,Good
4557,5,Exceptional property,1180,"€1,590,000",510,USA hyper equipped,No,0,250,11,439,2,No,As new
4558,16,Mixed-use building,0,"€1,700,000",655,Semi equipped,No,0,0,0,400,2,0,Good
4559,6,House,0,"€1,950,000",410,Hyper equipped,No,0,513,30,513,3,0,Good
4560,5,Mansion,0,"€1,985,000",525,Installed,0,0,0,0,673,2,0,As new
4561,5,Mansion,0,"€1,985,000",525,Installed,0,0,0,0,673,2,0,As new
4562,4,Villa,1410,"€2,100,000",750,Hyper equipped,0,0,0,80,2300,4,Yes,As new
4563,4,House,0,"€2,495,000",450,USA hyper equipped,No,0,0,0,1050,4,0,Good
4564,4,House,0,"€2,495,000",730,Hyper equipped,0,0,1405,0,1796,4,Yes,As new
4565,6,Exceptional property,0,"€2,985,000",480,USA hyper equipped,0,0,0,0,1270,4,No,As new
4566,5,Villa,0,"€2,990,000",500,Hyper equipped,No,1,0,0,2600,4,Yes,As new
4567,5,Mansion,0,"€3,495,000",480,Hyper equipped,0,0,0,90,460,2,0,As new
4568,0,Apartment block,0,"€3,800,000",1350,Installed,No,0,0,0,490,2,No,Good
4569,5,House,0,"€5,850,000",1130,Hyper equipped,No,0,9000,0,9312,4,Yes,As new
4570,4,Apartment block,4020,"€215,000",163,Semi equipped,No,0,0,5,45,2,No,To be done up
4571,3,House,3001,"€300,000",147,Semi equipped,0,0,0,0,350,2,0,To be done up
4572,3,Apartment,5000,"€375,000",110,Installed,No,0,0,0,0,3,No,As new
4573,2,Penthouse,9000,"€399,000",132,Installed,No,0,0,0,0,2,0,To be done up
4574,9,Villa,0,"€3,500,000",450,Installed,0,0,0,0,2175,4,0,Good
4575,2,Apartment,0,"€209,000",85,Installed,No,0,0,10,0,4,No,Good
4576,3,House,4400,"€299,000",152,Installed,0,1,3014,74,3014,4,0,Good
4577,3,House,3700,"€315,000",120,Hyper equipped,0,0,0,0,246,3,0,As new
4578,4,House,2220,"€369,000",180,Installed,No,0,315,0,463,3,0,0
4579,2,Bungalow,0,"€520,000",152,Semi equipped,No,0,0,0,1049,4,0,Good
4580,5,Villa,0,"€1,090,000",407,Hyper equipped,No,0,0,45,775,4,0,As new
4581,4,Villa,0,"€1,500,000",550,0,No,1,0,0,1850,4,Yes,Good
4582,1,Apartment,3000,"€295,000",63,0,No,0,0,3,0,1,No,Just renovated
4583,3,House,8870,"€193,500",220,Installed,No,0,0,0,153,0,0,Good
4584,3,Villa,5540,"€219,000",135,Installed,No,0,0,0,280,0,0,As new
4585,3,House,8953,"€219,000",123,Hyper equipped,No,0,457,0,625,0,0,Good
4586,3,House,6890,"€249,900",112,0,0,0,54,11,0,2,0,0
4587,3,House,6637,"€295,000",0,Not installed,No,0,0,0,633,3,0,As new
4588,3,House,6637,"€295,000",0,Not installed,No,0,0,0,568,3,0,As new
4589,1,House,8660,"€325,000",68,Installed,No,0,0,4,68,2,No,As new
4590,2,Bungalow,9470,"€349,000",206,Hyper equipped,No,0,215,26,400,4,No,Good
4591,3,House,8740,"€379,000",253,Hyper equipped,No,0,0,0,596,0,0,As new
4592,2,House,8490,"€449,000",114,Installed,No,0,800,25,1110,3,0,Good
4593,1,House,8650,"€99,000",72,Semi equipped,No,0,0,0,310,0,0,Good
4594,4,House,6940,"€369,000",232,Installed,No,0,1150,40,1150,4,0,As new
4595,2,Apartment,9300,"€179,000",90,Hyper equipped,No,0,0,0,0,0,0,As new
4596,2,Apartment,9300,"€194,000",90,Hyper equipped,No,0,0,0,0,0,0,As new
4597,3,Apartment,8450,"€239,000",100,Installed,0,0,0,0,0,0,No,As new
4598,3,Apartment,7090,"€349,000",130,Semi equipped,No,0,0,54,0,0,0,0
4599,4,Apartment,1000,"€580,000",175,Hyper equipped,No,0,0,0,0,0,No,As new
4600,3,Apartment,3000,"€585,000",145,Hyper equipped,No,1,0,21,0,0,No,0
4601,5,Mansion,4430,"€375,000",475,Installed,No,1,0,0,178,3,No,As new
4602,2,Apartment,1070,"€180,000",76,0,No,0,0,9,0,2,No,As new
4603,2,Apartment,8530,"€184,500",79,Installed,No,0,0,5,0,0,No,As new
4604,0,Studio,1435,"€186,000",46,USA installed,No,0,43,18,0,0,0,0
4605,2,Apartment,2100,"€192,000",90,Installed,No,0,0,5,0,1,No,As new
4606,2,Apartment,2100,"€199,000",90,Installed,No,1,0,5,0,0,No,As new
4607,2,Apartment,8530,"€204,500",84,Installed,No,0,0,18,0,0,No,As new
4608,3,Apartment,0,"€205,000",112,USA hyper equipped,Yes,0,0,12,0,4,0,0
4609,2,Apartment,2200,"€209,000",100,Installed,0,0,0,0,0,0,0,As new
4610,2,Apartment,8540,"€217,500",90,Installed,No,0,0,8,0,0,0,0
4611,2,Apartment,8553,"€222,000",97,Installed,No,0,0,12,0,2,0,As new
4612,1,Penthouse,3600,"€230,000",68,Installed,No,0,0,87,0,3,No,As new
4613,2,Apartment,3400,"€249,000",91,Hyper equipped,No,0,0,12,0,3,No,As new
4614,1,Apartment,2140,"€250,000",85,Hyper equipped,No,0,0,0,0,0,0,As new
4615,4,Duplex,4560,"€255,000",263,Not installed,No,0,0,10,0,2,0,As new
4616,3,Duplex,4560,"€255,000",164,Not installed,No,0,0,12,0,2,0,As new
4617,1,Apartment,1932,"€259,000",63,Installed,No,0,0,5,0,0,0,As new
4618,1,Apartment,9000,"€260,000",70,Hyper equipped,No,0,0,0,0,2,0,Good
4619,1,Apartment,1410,"€265,000",63,Installed,No,0,0,0,0,0,0,As new
4620,2,Apartment,2990,"€265,000",100,Installed,No,0,0,6,0,2,0,Just renovated
4621,2,Apartment,8670,"€268,000",88,Installed,No,0,0,7,0,0,No,As new
4622,2,Apartment,8530,"€274,500",101,Installed,No,0,0,31,0,0,No,As new
4623,2,Ground floor,8620,"€284,500",92,Installed,No,0,0,0,0,2,0,As new
4624,3,Penthouse,7000,"€287,000",107,USA hyper equipped,No,0,0,66,0,3,0,Just renovated
4625,2,Apartment,2600,"€294,000",104,Semi equipped,No,0,0,0,0,3,0,As new
4626,3,Apartment,2830,"€297,500",135,Hyper equipped,No,0,0,10,0,2,0,0
4627,3,Apartment,2830,"€299,750",130,Hyper equipped,No,0,0,22,0,2,0,0
4628,3,Penthouse,7000,"€310,000",133,Installed,No,0,0,58,0,4,No,As new
4629,3,Apartment,9000,"€313,000",131,0,No,0,0,16,0,0,0,0
4630,3,Apartment,9052,"€313,000",131,0,No,0,0,16,0,0,0,0
4631,1,Service flat,8670,"€320,000",57,USA hyper equipped,No,0,0,0,0,0,No,As new
4632,3,Apartment,2830,"€322,500",149,Hyper equipped,No,0,0,22,0,2,0,0
4633,3,Apartment,9200,"€325,723",144,Hyper equipped,0,0,0,0,0,0,0,As new
4634,3,Apartment,9200,"€332,711",144,Hyper equipped,0,0,0,0,0,0,0,As new
4635,2,Apartment,8200,"€339,672",103,Installed,No,0,0,20,0,0,No,As new
4636,2,Apartment,1742,"€341,321",122,Installed,No,0,0,12,0,2,0,0
4637,3,Apartment,4000,"€345,000",130,Hyper equipped,No,0,0,8,0,0,No,As new
4638,2,Apartment,1932,"€350,000",85,Installed,0,0,0,0,0,0,0,As new
4639,2,Apartment,9000,"€350,000",99,Installed,0,0,0,16,0,0,No,0
4640,2,Apartment,9820,"€350,000",99,Installed,0,0,0,16,0,0,No,0
4641,3,Apartment,2830,"€358,000",137,Hyper equipped,No,0,0,47,0,2,0,0
4642,2,Apartment,1160,"€370,000",108,Hyper equipped,No,0,0,21,0,2,No,Good
4643,2,Apartment,2000,"€385,000",0,Installed,No,0,0,0,0,2,0,As new
4644,2,Apartment,1000,"€420,000",80,Hyper equipped,No,0,0,14,0,4,0,As new
4645,3,Apartment,1200,"€445,000",120,USA hyper equipped,No,0,0,9,0,3,No,As new
4646,2,Apartment,1400,"€459,800",130,Hyper equipped,0,0,28,22,0,2,0,As new
4647,4,Loft,1410,"€585,000",282,0,No,1,0,125,0,3,No,Just renovated
4648,2,Apartment,8300,"€630,000",75,Hyper equipped,0,1,0,5,0,2,0,Just renovated
4649,2,Apartment,1050,"€1,420,000",180,Hyper equipped,No,0,0,70,0,3,No,0
4650,3,Apartment,0,"€1,839,000",203,USA hyper equipped,No,0,0,76,0,0,No,As new
4651,2,House,0,"€290,000",142,Semi equipped,No,0,0,0,775,4,0,To renovate
4652,4,House,2950,"€555,000",220,Installed,No,0,371,38,489,0,0,Good
4653,2,House,0,"€110,000",133,Not installed,No,0,0,0,150,3,0,To renovate
4654,3,House,0,"€200,000",217,Installed,No,0,0,0,1839,3,0,Just renovated
4655,7,House,0,"€250,000",536,Hyper equipped,No,0,1100,40,1321,4,0,0
4656,2,House,0,"€265,000",140,Installed,No,0,105,25,270,4,0,Just renovated
4657,3,House,0,"€340,000",81,Installed,No,0,88,0,155,2,0,Good
4658,3,Town-house,3000,"€345,000",105,Installed,No,0,0,0,0,3,No,Good
4659,3,House,9930,"€475,000",190,Installed,No,0,0,0,1506,4,0,Good
4660,4,House,3010,"€598,000",222,Installed,No,1,85,20,225,2,0,Good
4661,3,Villa,1150,"€650,000",172,Semi equipped,No,0,100,20,277,3,0,Good
4662,7,Villa,0,"€1,350,000",350,0,No,1,0,0,7870,4,No,As new
4663,2,Apartment,1160,"€429,000",95,Installed,0,0,0,10,0,0,0,As new
4664,4,Villa,9860,"€519,000",201,Installed,No,0,0,0,830,0,0,As new
4665,3,Villa,2460,"€529,000",330,0,No,0,0,0,2005,4,0,0
4666,6,House,8370,"€599,000",252,Installed,No,0,0,0,277,0,0,Good
4667,2,Apartment,8430,"€189,000",90,Installed,No,0,0,0,0,0,0,As new
4668,3,Apartment,3600,"€289,000",120,Installed,0,0,0,16,0,0,No,As new
4669,2,Loft,2000,"€995,000",238,Hyper equipped,No,1,39,39,0,2,No,As new
4670,3,House,9500,"€399,000",233,Installed,No,0,300,35,450,4,0,Just renovated
4671,5,House,1325,"€1,225,000",409,USA hyper equipped,No,1,3500,70,3500,4,Yes,As new
4672,3,Apartment,8300,"€1,600,000",169,Hyper equipped,No,0,0,0,0,2,No,Good
4673,3,House,9050,"€375,000",230,Semi equipped,No,0,0,8,272,0,0,To be done up
4674,4,House,2140,"€435,000",200,Hyper equipped,No,0,120,15,248,2,No,As new
4675,3,House,8470,"€289,000",138,Installed,No,0,0,0,603,0,0,Good
4676,3,House,9500,"€295,000",200,Hyper equipped,No,0,300,40,465,3,0,As new
4677,3,House,1502,"€349,000",170,Hyper equipped,No,0,0,0,365,3,0,As new
4678,3,Apartment block,0,"€650,000",230,Installed,No,0,0,18,130,2,No,As new
4679,4,Exceptional property,3111,"€779,000",362,Hyper equipped,No,0,0,0,614,4,No,As new
4680,2,Apartment,6940,"€139,000",108,Installed,No,0,0,8,0,0,0,As new
4681,3,Duplex,5190,"€270,000",170,Installed,No,0,0,15,0,2,No,Good
4682,2,Apartment,8800,"€299,000",124,Installed,No,0,0,60,0,0,No,As new
4683,2,Apartment,0,"€365,000",96,Hyper equipped,No,0,0,10,0,3,0,0
4684,3,Apartment,1030,"€454,000",148,USA hyper equipped,0,0,0,11,0,0,0,As new
4685,3,Apartment,8301,"€945,000",115,Installed,No,0,0,0,0,3,No,As new
4686,3,House,4400,"€154,500",170,Installed,No,0,215,80,330,2,No,Good
4687,5,House,4000,"€155,000",200,Installed,No,0,145,0,258,3,0,Good
4688,2,House,4030,"€162,500",90,Installed,No,0,0,0,45,2,0,As new
4689,3,House,9032,Make,100,USA installed,No,0,45,0,130,2,0,Good
4690,3,House,1350,"€299,000",153,Installed,No,0,745,18,900,3,0,Good
4691,6,House,8520,"€349,500",230,Installed,0,0,0,0,458,3,0,Good
4692,3,House,3510,"€372,000",217,Installed,No,1,0,0,630,4,0,As new
4693,3,Villa,0,Make,200,Hyper equipped,No,0,0,50,928,4,No,As new
4694,3,House,9940,"€425,000",165,Installed,No,0,481,33,756,4,No,0
4695,6,Villa,5560,"€450,000",180,Semi equipped,Yes,0,3945,0,3945,4,0,Good
4696,1,Apartment,8400,"€104,000",27,Installed,No,0,0,0,0,0,No,Good
4697,2,Apartment,2275,"€260,000",92,Installed,No,0,0,9,0,0,0,0
4698,3,Duplex,1800,"€319,000",110,Hyper equipped,No,0,0,20,0,3,0,Good
4699,3,Apartment,2275,"€375,000",117,Installed,No,0,0,30,0,0,0,0
4700,3,House,8830,"€349,000",480,Installed,No,1,0,0,480,2,No,As new
4701,3,House,1850,"€428,500",220,Installed,No,1,80,33,270,2,No,Good
4702,4,Mansion,9000,"€485,000",252,Installed,No,0,133,0,202,2,0,To renovate
4703,2,Apartment,4020,"€115,000",80,Installed,No,0,0,0,0,2,No,Good
4704,2,Apartment,8020,"€260,000",84,Installed,No,0,0,0,0,2,No,Good
4705,3,Apartment,9940,"€285,000",102,Installed,No,0,0,11,0,2,No,As new
4706,3,House,0,Make,120,Installed,No,0,0,28,219,3,0,Good
4707,2,House,7700,"€195,000",130,Semi equipped,No,0,0,0,1158,0,0,To renovate
4708,4,House,3730,"€199,000",203,Installed,No,0,0,0,605,3,0,0
4709,3,House,0,"€230,000",156,Semi equipped,No,0,0,0,772,4,0,To renovate
4710,3,Mixed-use building,7321,Make,209,0,0,0,288,14,360,2,0,Good
4711,2,House,0,Make,125,0,0,0,0,0,920,4,0,To be done up
4712,3,House,3740,"€285,000",191,Installed,No,0,0,0,729,4,0,0
4713,3,House,2940,"€299,000",184,Installed,No,1,169,0,235,2,No,Good
4714,5,House,4000,"€319,000",240,Installed,No,0,350,25,480,2,0,To be done up
4715,4,House,5000,"€329,000",202,Installed,No,0,0,0,260,2,0,Good
4716,4,Villa,5170,"€369,000",150,Installed,No,1,0,0,1091,4,0,Good
4717,2,House,9270,"€378,000",140,Installed,No,0,0,40,234,4,0,As new
4718,3,House,9300,"€379,000",157,Semi equipped,0,0,0,18,316,2,0,As new
4719,4,Town-house,1160,"€715,000",183,Hyper equipped,No,1,200,20,298,3,No,As new
4720,16,Exceptional property,4570,"€835,000",614,0,No,0,600,0,1600,4,0,0
4721,16,Apartment block,4570,"€835,000",614,0,No,0,600,100,1600,4,0,0
4722,3,Duplex,8370,"€389,000",147,Installed,Yes,0,0,11,0,0,No,As new
4723,1,Mixed-use building,6060,Make,60,Not installed,No,0,0,0,0,2,0,Good
4724,3,House,8970,"€139,000",124,Semi equipped,No,0,0,16,95,0,0,To be done up
4725,3,House,8770,"€145,000",147,Semi equipped,No,0,0,0,150,0,0,To be done up
4726,4,House,8434,"€149,000",140,Semi equipped,No,0,0,0,150,0,0,To renovate
4727,1,House,8370,"€155,000",125,Semi equipped,No,0,0,0,49,0,0,Good
4728,2,House,0,"€160,000",106,Installed,No,0,150,30,212,2,0,Good
4729,3,House,6001,"€165,000",85,Installed,No,0,0,0,0,0,0,Just renovated
4730,3,House,1360,"€169,000",185,Semi equipped,No,0,485,0,485,0,0,To renovate
4731,3,House,1370,"€175,000",141,Semi equipped,No,0,176,0,176,0,0,To renovate
4732,4,House,6061,"€175,000",143,Semi equipped,No,0,89,16,202,0,0,To be done up
4733,4,House,8530,"€175,000",200,Installed,No,0,88,0,187,0,0,Good
4734,3,House,8740,"€175,000",160,Semi equipped,No,0,0,0,197,0,0,To be done up
4735,7,House,4800,"€179,000",343,Installed,No,0,0,68,145,0,0,To renovate
4736,5,House,4950,"€179,000",140,Semi equipped,No,0,680,7,929,0,0,To be done up
4737,1,Country house,5377,"€180,000",120,Semi equipped,No,0,0,30,1355,0,0,Good
4738,3,House,8800,"€185,000",150,Hyper equipped,No,0,0,0,121,0,0,Good
4739,2,House,8710,"€191,100",97,Semi equipped,No,0,0,7,97,2,0,Good
4740,3,Mixed-use building,4500,Make,264,Not installed,Yes,0,0,0,88,3,0,To renovate
4741,3,House,8940,"€195,000",138,Installed,No,0,0,0,69,2,0,Good
4742,3,House,8691,"€199,000",190,Installed,No,0,0,0,415,0,0,Good
4743,2,House,8820,"€199,000",145,Semi equipped,No,0,0,0,553,0,0,To be done up
4744,4,House,8370,"€199,500",166,Semi equipped,No,0,0,0,79,0,0,To be done up
4745,3,Mansion,9700,"€205,000",118,Semi equipped,No,0,0,21,95,0,0,To be done up
4746,3,House,8600,"€209,000",225,Installed,No,0,1m²squaremeter,0,325,0,0,Good
4747,3,House,8450,"€219,000",132,Semi equipped,No,0,0,0,120,0,0,Good
4748,4,House,8500,"€220,000",150,Installed,No,0,0,0,600,0,0,Good
4749,3,House,8800,"€220,000",154,Installed,No,0,1m²squaremeter,0,104,0,0,Good
4750,4,House,8870,"€220,000",240,Semi equipped,No,0,0,0,130,2,0,To be done up
4751,2,House,8370,"€225,000",95,Installed,No,0,130,0,205,0,0,Good
4752,3,House,8501,"€225,000",160,Installed,No,0,62,0,28600,0,0,Good
4753,3,House,8560,"€229,000",133,Installed,No,0,1m²squaremeter,0,271,0,0,Good
4754,2,House,9060,"€229,900",95,Installed,No,0,215,40,390,0,0,Good
4755,2,House,2660,"€230,000",123,Semi equipped,No,0,29,0,100,0,0,Good
4756,3,House,8450,"€234,000",86,Installed,No,0,0,0,12400,0,0,Good
4757,2,House,8550,"€235,000",135,Installed,No,0,0,0,365,0,0,As new
4758,5,House,8780,"€235,000",250,Semi equipped,No,0,0,0,242,2,0,To be done up
4759,5,House,8900,"€235,000",170,Semi equipped,No,0,60,0,196,0,0,To renovate
4760,9,House,8370,"€240,000",275,Semi equipped,No,0,0,5,112,0,0,To be done up
4761,4,Villa,6900,"€248,000",200,Installed,No,0,0,200,1348,0,0,To be done up
4762,3,House,8370,"€249,000",160,Hyper equipped,No,0,0,0,100,0,0,Good
4763,3,House,8480,"€249,000",133,Installed,No,0,0,0,560,0,0,Good
4764,3,House,8770,"€249,000",210,0,No,0,0,0,430,2,0,To be done up
4765,3,House,8620,"€250,000",250,Semi equipped,No,0,0,0,117,0,0,To renovate
4766,4,House,8800,"€255,000",177,Installed,No,0,1m²squaremeter,0,249,0,0,As new
4767,3,House,8400,"€259,000",85,Installed,No,0,0,0,85,0,0,Good
4768,3,House,8620,"€260,000",250,Semi equipped,No,0,0,0,118,0,0,To renovate
4769,2,House,4870,"€265,000",100,Hyper equipped,No,0,15,15,131,4,0,As new
4770,4,House,8370,"€265,000",214,Installed,No,0,0,0,190,0,0,Good
4771,3,House,8470,"€267,000",145,Hyper equipped,No,0,0,0,148,0,0,As new
4772,4,House,8470,"€269,000",120,Hyper equipped,No,0,0,0,171,0,0,As new
4773,3,House,8870,"€269,000",160,Hyper equipped,No,0,1m²squaremeter,0,242,0,0,As new
4774,3,House,9000,"€269,000",93,Hyper equipped,No,0,0,0,38,0,0,Good
4775,3,House,8800,"€270,000",160,Installed,No,0,0,35,165,0,0,Good
4776,3,House,8740,"€273,000",160,Hyper equipped,No,0,0,0,208,0,0,As new
4777,4,House,4260,"€275,000",250,Not installed,No,0,0,0,500,4,0,Good
4778,4,Villa,6900,"€275,000",190,Installed,No,0,0,40,978,0,0,Good
4779,3,House,7700,"€275,000",502,Semi equipped,No,0,0,0,373,0,0,To be done up
4780,3,House,2850,"€279,000",208,Installed,No,0,0,0,310,0,0,Good
4781,4,House,1080,Reserve,171,0,0,0,0,0,100,0,0,To be done up
4782,4,House,6700,"€280,000",220,Not installed,No,0,0,0,812,3,0,To renovate
4783,4,Villa,7822,"€284,000",165,Semi equipped,No,0,0,0,741,0,0,Good
4784,5,House,8370,"€285,000",302,Installed,Yes,0,0,10,90,0,0,Good
4785,4,House,9000,"€290,000",135,Installed,No,0,0,0,57,0,0,Good
4786,5,Villa,5580,"€295,000",185,Installed,No,0,735,20,735,0,0,Good
4787,3,Country house,8433,"€295,000",260,Installed,No,0,0,0,180,0,0,Good
4788,4,House,3400,"€299,000",200,USA semi equipped,No,0,355,20,613,3,0,To be done up
4789,2,House,8000,"€299,000",160,Installed,No,0,0,0,115,2,0,Good
4790,9,House,8370,"€299,000",295,Installed,No,0,0,0,100,0,0,Good
4791,4,House,8460,"€299,000",200,Installed,No,0,0,0,739,0,0,Good
4792,4,House,8470,"€299,000",181,Hyper equipped,No,0,0,0,279,0,0,As new
4793,3,House,9308,"€299,000",146,Installed,0,0,344,0,344,0,0,As new
4794,4,House,8700,"€299,500",194,Hyper equipped,No,0,0,0,249,0,0,As new
4795,5,House,8370,"€309,000",236,Installed,No,0,0,0,104,0,0,As new
4796,3,House,8400,"€309,000",155,Installed,No,0,0,0,138,0,0,Good
4797,3,House,8380,"€315,000",118,Hyper equipped,No,0,0,12,112,0,0,As new
4798,4,House,8780,"€317,500",229,Hyper equipped,No,0,0,0,1117,0,0,Good
4799,3,House,8210,"€319,000",215,Installed,No,0,1m²squaremeter,0,367,0,0,Good
4800,2,House,8400,"€319,000",314,Semi equipped,No,0,0,0,180,0,0,Good
4801,2,House,0,"€325,000",90,Installed,No,0,300,0,390,3,0,To renovate
4802,4,Villa,6940,"€325,000",150,Installed,No,0,1100,40,1592,0,0,As new
4803,4,House,8400,"€325,000",0,Semi equipped,No,0,0,0,560,3,0,To renovate
4804,4,House,8420,"€325,000",243,Installed,No,0,0,0,123,0,0,Good
4805,3,House,9000,"€329,000",130,Hyper equipped,No,0,11,10,67,0,0,As new
4806,3,House,8370,"€330,000",144,Installed,No,0,0,0,56,0,0,Good
4807,4,House,9470,"€339,000",207,Installed,0,0,577,0,577,0,0,As new
4808,4,House,7866,"€340,000",160,Installed,No,0,0,0,1824,4,0,Good
4809,5,House,1440,"€345,000",180,Installed,No,0,0,21,148,0,0,Good
4810,4,House,8490,"€345,000",238,Installed,No,0,0,0,1075,0,0,To be done up
4811,3,House,8400,"€349,000",167,Hyper equipped,No,0,0,0,142,0,0,Good
4812,3,House,9032,"€349,900",122,Installed,No,0,0,0,297,0,0,Good
4813,3,House,1420,"€350,000",147,Installed,No,0,0,0,188,0,0,Good
4814,4,House,6700,"€350,000",198,Semi equipped,No,0,0,0,501,3,0,To renovate
4815,5,House,8500,"€350,000",228,Hyper equipped,No,0,0,0,151,0,0,As new
4816,4,House,9040,"€359,000",154,Installed,No,0,90,0,217,0,0,Good
4817,4,House,1315,"€369,000",305,Semi equipped,No,0,870,0,870,0,0,To be done up
4818,4,House,5500,"€374,000",310,Installed,No,0,0,0,120,0,0,Good
4819,3,House,8380,"€375,000",220,Semi equipped,No,0,0,0,2370,0,0,To be done up
4820,5,House,8900,"€375,000",240,Hyper equipped,No,0,0,21,123,0,0,As new
4821,3,House,2340,"€385,000",156,Hyper equipped,No,0,140,70,576,0,0,As new
4822,4,Villa,9550,"€385,000",270,Semi equipped,No,0,0,0,1104,0,0,To be done up
4823,4,House,8000,"€387,000",160,Installed,No,0,826,0,931,0,0,Good
4824,2,House,2970,"€389,000",160,Hyper equipped,No,0,0,0,280,0,0,As new
4825,3,House,9620,"€392,000",224,Installed,No,0,0,0,1600,0,0,Good
4826,3,House,5100,"€395,000",198,Installed,No,0,0,0,787,0,0,As new
4827,5,House,9550,"€395,000",236,Installed,0,0,0,0,435,0,0,To be done up
4828,4,House,8500,"€399,000",311,Installed,No,0,0,35,260,0,0,Good
4829,4,House,8800,"€399,000",165,Installed,No,0,0,0,280,0,0,Good
4830,4,House,9230,"€410,000",260,Semi equipped,No,0,0,0,725,0,0,Good
4831,4,House,8200,"€425,000",212,Hyper equipped,No,0,0,0,207,0,0,As new
4832,3,House,8400,"€429,000",249,Installed,Yes,0,80,16,142,0,0,Good
4833,3,Villa,8370,"€439,000",170,Semi equipped,No,0,0,0,675,0,0,To be done up
4834,4,Villa,9080,"€439,900",186,Hyper equipped,No,0,0,0,360,0,0,As new
4835,3,House,2160,"€449,000",223,Installed,No,0,572,0,811,0,0,Good
4836,4,Villa,8470,"€449,000",0,0,No,0,0,0,1191,4,0,Good
4837,4,Mixed-use building,8470,"€449,000",0,0,No,0,0,0,1191,4,0,Good
4838,2,Villa,9080,"€449,000",175,Semi equipped,No,0,1030,0,1287,0,0,To be done up
4839,3,House,9500,"€455,000",144,Hyper equipped,No,0,0,0,400,0,0,As new
4840,4,House,7712,"€457,000",275,Installed,No,0,0,23,1600,0,0,Good
4841,3,House,2930,"€459,000",165,Hyper equipped,No,0,0,0,263,0,0,As new
4842,5,House,8301,"€475,000",230,Semi equipped,No,0,0,0,110,0,0,To be done up
4843,4,Villa,9900,"€475,000",240,Installed,No,0,235000,0,2350,0,0,Good
4844,3,Country house,9160,"€479,900",115,Installed,No,0,0,0,8311,0,0,Good
4845,3,Villa,9890,"€489,000",275,Installed,No,0,0,0,1000,0,0,Good
4846,5,House,4000,"€490,000",365,Installed,No,0,0,20,140,0,0,Good
4847,4,House,8720,"€492,500",175,Hyper equipped,No,0,0,0,595,0,Yes,Good
4848,6,House,1040,"€499,000",171,Not installed,No,0,0,15,0,2,0,To renovate
4849,3,Villa,2520,"€499,000",180,Hyper equipped,No,0,500,30,661,0,0,As new
4850,5,House,9550,"€499,000",236,Installed,0,0,0,0,870,0,0,To be done up
4851,5,House,6900,"€525,000",450,Hyper equipped,No,0,0,0,170,0,0,As new
4852,3,House,2630,"€529,000",220,Hyper equipped,No,0,300,30,480,0,0,As new
4853,3,House,9860,"€529,000",171,Hyper equipped,No,0,0,0,1242,0,0,As new
4854,3,House,8400,"€530,000",68,Hyper equipped,No,0,0,0,178,0,0,As new
4855,3,Villa,8902,"€545,000",200,Hyper equipped,No,0,225,31,1057,0,0,As new
4856,5,House,9620,"€547,000",360,Semi equipped,No,0,0,0,259,3,0,0
4857,8,House,3200,"€549,000",436,Installed,No,0,300,0,537,0,0,Good
4858,3,Villa,8380,"€569,000",175,Installed,No,0,0,0,840,0,0,Good
4859,4,House,1390,"€580,000",258,Hyper equipped,0,1,1345,20,1345,3,0,Good
4860,5,Villa,8670,"€580,000",225,Installed,No,0,0,0,721,0,0,Good
4861,5,Villa,8800,"€580,000",361,Installed,No,0,1m²squaremeter,0,813,0,0,Good
4862,3,House,0,"€595,000",170,Installed,No,0,0,12,100,2,0,To be done up
4863,4,Villa,2870,"€595,000",200,Hyper equipped,No,0,0,0,911,0,Yes,As new
4864,4,Villa,2870,"€595,000",200,Hyper equipped,No,0,0,0,911,0,Yes,As new
4865,3,Exceptional property,3020,"€595,000",161,Hyper equipped,Yes,0,0,0,280,4,0,As new
4866,4,Apartment block,8200,"€599,000",225,Installed,No,0,0,0,158,2,0,Good
4867,3,House,1170,"€600,000",175,USA hyper equipped,0,0,74,0,0,2,No,Good
4868,7,House,9600,"€680,000",600,Installed,No,0,0,0,270,3,0,Good
4869,7,Mixed-use building,9600,"€680,000",600,Installed,No,0,0,0,270,3,0,Good
4870,3,Villa,2980,"€685,000",374,Installed,No,0,0,0,1262,0,0,Good
4871,4,Villa,2980,"€696,000",300,Installed,No,0,33000,30,656,0,Yes,As new
4872,4,House,9990,"€699,000",295,Hyper equipped,No,0,0,0,410,0,0,Good
4873,4,House,2640,"€700,000",285,Installed,No,0,0,0,119,0,0,Good
4874,3,Villa,1180,"€725,000",155,0,No,0,281,53,1m²squaremeter,4,0,As new
4875,5,Villa,2400,"€745,000",375,0,No,0,0,0,5182,4,0,Good
