,Bedrooms,property_type,location,price,Living area,Kitchen type,Furnished,How many fireplaces?,Garden surface,Terrace surface,Surface of the plot,Number of frontages,Swimming pool,Building condition
452,3,Apartment,9000,"€465,000",112,Installed,No,0,0,6,0,0,0,Just renovated
453,2,Apartment,1000,"€475,000",108,Hyper equipped,No,0,0,12,0,2,No,Just renovated
454,5,House,1421,"€475,000",170,Installed,No,1,400,25,710,4,0,Good
455,3,Apartment,1000,"€480,000",134,USA hyper equipped,0,0,0,7,0,2,No,Good
456,3,Apartment,1040,"€480,000",134,USA hyper equipped,0,0,0,7,0,2,No,Good
457,3,Apartment,2870,"€489,000",148,Hyper equipped,No,0,0,18,0,4,0,Good
458,3,Apartment,1150,"€490,000",135,Hyper equipped,No,0,0,4,0,3,No,Just renovated
459,3,Villa,1300,"€490,000",178,Installed,No,1,600,35,948,4,0,Good
460,2,Penthouse,1050,"€495,000",159,Installed,No,0,0,34,0,3,0,Just renovated
461,3,Villa,1300,"€495,000",150,Hyper equipped,No,0,300,15,600,4,0,As new
462,4,Villa,1330,"€495,000",170,Installed,0,0,0,60,740,4,0,To renovate
463,3,House,1640,"€495,000",185,Semi equipped,No,0,562,80,635,2,0,Just renovated
464,4,House,1860,"€495,000",237,Installed,No,1,100,20,243,3,No,As new
465,2,Apartment,8790,"€499,000",185,Semi equipped,No,0,0,0,0,2,0,As new
466,2,Apartment,8790,"€499,000",185,Semi equipped,No,0,0,0,0,2,0,As new
467,2,Apartment,1050,"€515,000",110,Hyper equipped,No,1,0,30,0,2,0,As new
468,3,Apartment,1050,"€520,000",132,Hyper equipped,No,0,0,7,0,2,No,Good
469,3,House,1300,"€520,000",130,Hyper equipped,No,0,450,50,816,4,0,As new
470,2,Apartment,1000,"€535,000",168,USA hyper equipped,0,0,0,19,0,3,No,As new
471,2,Loft,1000,"€535,000",168,USA hyper equipped,0,0,0,19,0,3,No,As new
472,4,House,1200,"€540,000",225,Not installed,No,0,240,70,319,3,No,To renovate
473,3,Exceptional property,1742,"€549,000",221,USA hyper equipped,0,0,283,0,420,4,No,Good
474,3,Apartment,2018,"€549,000",135,Installed,No,0,0,17,0,3,0,As new
475,5,House,1170,"€565,000",265,Installed,No,0,50,0,232,3,0,To renovate
476,3,Apartment,1040,"€575,000",196,Hyper equipped,No,0,0,16,0,2,No,As new
477,2,Apartment,1050,"€595,000",130,Hyper equipped,No,0,0,0,0,2,0,Just renovated
478,2,Apartment,1180,"€595,000",125,Installed,No,0,0,11,0,2,No,As new
479,2,Apartment,8300,"€596,500",92,Hyper equipped,No,0,0,12,0,2,No,As new
480,3,Apartment,1180,"€625,000",200,Hyper equipped,No,0,0,0,0,3,No,As new
481,4,Town-house,1700,"€625,000",275,Hyper equipped,0,0,0,0,474,3,No,Good
482,3,House,8000,"€634,000",280,Installed,0,0,0,6,75,3,0,As new
483,4,House,1950,"€635,000",200,Hyper equipped,No,0,150,30,305,3,0,To be done up
484,3,Apartment,1410,"€645,000",192,Installed,No,0,0,10,0,2,No,Good
485,3,Villa,2960,"€649,000",212,Installed,No,1,1014,45,1207,4,Yes,As new
486,4,House,1030,"€650,000",210,Installed,No,1,44,15,110,2,0,Good
487,2,Apartment,1050,"€650,000",172,Hyper equipped,No,0,0,0,0,2,No,To be done up
488,2,Apartment,8300,"€650,000",92,Hyper equipped,No,0,0,0,0,2,No,Good
489,8,Apartment,4000,"€690,000",292,Not installed,No,0,0,5,0,0,0,Good
490,3,Apartment,1050,"€695,000",190,Hyper equipped,No,0,0,15,0,2,No,Good
491,4,Apartment,1050,"€695,000",235,Semi equipped,No,1,0,20,0,2,0,As new
492,6,Villa,3071,"€711,000",280,Installed,No,0,1088,30,1267,4,0,As new
493,3,Apartment,1150,"€735,000",195,Hyper equipped,No,0,0,20,0,3,No,As new
494,3,Penthouse,1150,"€735,000",190,Hyper equipped,No,0,0,20,0,2,No,As new
495,4,House,9000,"€748,000",265,Installed,No,0,65,30,165,3,0,Good
496,4,House,1410,"€750,000",270,Installed,No,0,450,31,1059,4,Yes,Good
497,3,Apartment,1180,"€775,000",195,Hyper equipped,No,0,0,30,0,4,No,As new
498,2,Duplex,8300,"€775,000",98,USA hyper equipped,No,0,0,0,0,2,No,As new
499,3,Apartment,1050,"€839,000",227,Hyper equipped,No,1,90,30,0,2,0,As new
500,3,Apartment,1050,"€839,000",227,Hyper equipped,No,1,90,30,0,2,0,As new
501,3,Apartment,1050,"€839,000",227,Hyper equipped,No,1,90,30,0,2,0,As new
502,4,Apartment,1000,"€850,000",235,Installed,No,0,0,10,0,2,0,Just renovated
503,4,Apartment,1040,"€850,000",235,Installed,No,0,0,10,0,2,0,Just renovated
504,4,House,9800,"€856,000",492,Not installed,0,1,2000,75,2400,3,0,To be done up
505,3,Apartment,1180,"€870,000",221,Installed,No,1,0,32,0,4,0,As new
506,3,Apartment,1000,"€895,000",240,Hyper equipped,0,0,0,5,0,2,0,Just renovated
507,3,Apartment,1000,"€895,000",240,Hyper equipped,0,0,0,5,0,0,0,Just renovated
508,4,Apartment,1180,"€895,000",263,Installed,No,1,0,5,0,3,0,As new
509,3,Apartment,8300,"€895,000",95,Hyper equipped,0,0,0,0,0,2,Yes,As new
510,2,Apartment,1000,"€975,000",180,Hyper equipped,No,0,0,70,0,2,0,As new
511,5,Exceptional property,4260,"€980,000",500,USA hyper equipped,No,0,3000,100,4240,4,Yes,As new
512,4,Mansion,1030,"€1,050,000",340,Hyper equipped,No,0,30,30,130,2,0,Good
513,3,Apartment,1050,"€1,125,000",233,Hyper equipped,No,0,0,5,0,2,0,As new
514,3,Apartment,1050,"€1,150,000",200,Installed,0,0,0,15,0,3,0,To renovate
515,5,Exceptional property,1050,"€1,170,000",365,Hyper equipped,No,0,36,10,140,2,No,To be done up
516,5,Apartment,1180,"€1,250,000",270,Hyper equipped,0,1,0,44,0,4,0,Just renovated
517,7,Apartment block,9000,"€1,275,000",290,Hyper equipped,No,0,0,0,91,2,0,Good
518,3,Apartment,1190,"€1,295,000",315,USA hyper equipped,No,0,0,0,0,3,0,Good
519,9,Apartment block,1210,"€1,300,000",804,USA installed,0,0,0,21,348,2,0,Good
520,4,Apartment,1180,"€1,350,000",261,Hyper equipped,No,1,2000,22,0,3,0,As new
521,6,House,1050,"€1,375,000",427,Hyper equipped,No,1,300,50,508,3,0,As new
522,4,Castle,9070,"€1,700,000",660,Installed,No,1,22000,25,22444,4,0,Good
523,3,Bungalow,9400,"€475,000",225,Installed,0,0,1800,0,2254,4,No,Good
524,3,Apartment,6920,"€215,000",107,Installed,No,0,0,12,0,3,No,Good
525,3,House,2840,"€159,000",135,Semi equipped,No,0,77,21,217,3,0,To renovate
526,2,Duplex,1030,"€239,000",90,Not installed,No,0,0,0,0,2,No,To renovate
527,3,Duplex,1040,"€495,000",140,Hyper equipped,No,0,0,2,0,2,No,As new
528,3,Villa,9051,"€725,000",380,Installed,No,1,0,0,2317,4,0,Good
529,5,House,1930,"€992,000",438,Hyper equipped,Yes,1,0,0,358,3,0,As new
530,2,Apartment,1420,Make,107,Hyper equipped,No,0,30,25,0,4,0,Good
531,3,Apartment,1050,"€1,640,000",185,USA hyper equipped,No,0,0,25,0,2,No,As new
532,4,House,8930,"€229,000",170,Installed,No,0,0,0,190,2,0,Good
533,2,House,9200,"€235,000",148,Hyper equipped,No,0,45,14,160,2,0,Good
534,3,House,9600,"€235,000",150,Installed,No,0,0,0,200,2,0,Good
535,3,House,9600,"€235,000",150,Installed,No,0,0,0,200,2,0,Good
536,3,House,4432,"€269,500",130,Installed,No,0,169,8,229,2,0,As new
537,3,House,1650,"€399,000",188,Installed,No,0,0,0,95,2,0,Just renovated
538,3,House,1654,"€399,000",188,Installed,No,0,0,0,95,2,0,Just renovated
539,4,House,2890,"€545,000",303,Installed,No,0,0,0,1502,4,0,Good
540,4,House,8510,"€569,000",230,USA hyper equipped,No,0,0,0,670,4,0,As new
541,4,House,9190,"€750,000",419,Hyper equipped,No,0,1200,0,2327,4,0,As new
542,2,Apartment,1410,"€360,000",99,Not installed,No,0,133,16,0,0,0,As new
543,3,Apartment,1410,"€465,000",135,Not installed,No,0,82,18,0,0,0,As new
544,3,Apartment,3300,"€269,000",135,Installed,No,0,0,25,0,2,0,Good
545,1,Apartment,1040,"€315,000",78,0,No,0,0,8,0,2,0,Good
546,4,House,3150,"€399,000",199,Hyper equipped,No,0,0,18,159,2,0,As new
547,2,Duplex,1070,"€340,000",145,Hyper equipped,No,0,0,12,0,0,No,As new
548,2,Apartment,1160,"€325,000",74,USA hyper equipped,Yes,0,0,5,0,2,0,Good
549,2,Penthouse,1000,"€950,000",95,USA hyper equipped,Yes,0,0,130,0,2,0,Good
550,1,Apartment,1180,"€175,000",45,Not installed,No,0,0,0,0,2,No,To be done up
551,4,Apartment,1000,"€890,000",279,Installed,No,1,0,0,0,4,No,Good
552,3,House,4500,"€149,500",148,Semi equipped,No,0,430,15,480,2,0,Good
553,2,House,9280,"€255,000",140,Semi equipped,No,0,0,0,530,3,0,To renovate
554,5,House,6640,"€285,000",232,USA semi equipped,0,0,0,0,3499,4,0,Good
555,22,Exceptional property,6980,Make,790,Semi equipped,0,0,0,0,805,4,0,To be done up
556,2,Apartment,4430,"€214,000",119,Installed,No,0,0,13,0,0,0,0
557,2,Apartment,4430,"€217,000",119,Installed,No,0,0,13,0,0,0,0
558,3,Apartment,1000,"€493,000",127,Hyper equipped,No,0,0,1m²squaremeter,0,2,0,0
559,3,Ground floor,1050,"€648,000",149,Installed,No,0,25,51,0,2,0,Good
560,4,House,1932,"€549,000",186,Hyper equipped,No,0,90,24,192,2,0,As new
561,2,Apartment,1000,"€247,500",70,Installed,Yes,0,0,2,0,3,0,0
562,2,Duplex,1030,"€315,000",100,USA installed,No,0,0,14,0,2,0,As new
563,2,Penthouse,1000,"€1,520,000",300,USA hyper equipped,0,0,0,300,0,0,No,As new
564,1,Studio,1050,"€195,000",45,Installed,Yes,0,0,3,0,2,No,Good
565,2,Duplex,3000,"€289,000",132,0,No,0,0,5,0,2,0,To renovate
566,1,House,7000,"€330,890",110,USA hyper equipped,No,0,0,0,900,4,No,As new
567,3,House,1760,"€378,950",172,USA hyper equipped,0,0,120,20,120,3,No,As new
568,2,Apartment,1060,"€379,000",117,Not installed,No,0,0,0,0,2,No,To renovate
569,2,Apartment,1060,"€379,000",117,Not installed,No,0,0,0,0,2,No,To renovate
570,2,Duplex,1060,"€389,000",125,Not installed,No,0,0,8,0,2,No,To renovate
571,2,Duplex,1060,"€389,000",125,Not installed,No,0,0,8,0,2,No,To renovate
572,3,House,1933,"€495,000",132,USA hyper equipped,No,1,190,18,298,4,No,Good
573,1,Studio,1040,"€207,000",55,Installed,No,0,0,0,0,2,No,Good
574,2,House,8530,"€220,000",115,Installed,No,0,0,0,259,2,0,Good
575,3,House,4530,Make,190,Hyper equipped,No,0,3300,40,3500,4,Yes,As new
576,3,Villa,9870,"€399,000",160,Semi equipped,No,0,0,0,721,4,0,0
577,5,Mixed-use building,9112,"€585,000",516,Installed,No,1,395,52,632,2,0,Good
578,2,Apartment,1050,"€395,000",114,0,Yes,0,0,3,0,2,0,Good
579,5,House,4540,"€399,000",258,Installed,No,1,150,50,838,4,0,Good
580,5,Villa,4540,"€399,000",258,Installed,No,1,150,50,838,4,0,Good
581,2,Apartment,4280,"€209,900",109,Installed,No,0,0,8,0,4,0,Good
582,2,Apartment,4280,"€209,900",110,Installed,No,0,0,7,0,4,0,0
583,4,Apartment,1190,"€345,000",150,Semi equipped,No,0,0,27,0,2,No,To be done up
584,2,Apartment,1180,"€369,000",93,USA hyper equipped,No,0,111,9,0,2,No,As new
585,1,Apartment,1050,"€380,000",75,Hyper equipped,No,0,0,3,0,0,No,Good
586,2,Loft,1180,"€570,000",180,USA hyper equipped,No,0,0,40,0,0,No,Just renovated
587,2,Apartment,4500,"€219,000",105,0,No,0,0,20,0,0,No,As new
588,2,Apartment,1703,"€269,000",89,Hyper equipped,0,0,0,0,0,3,0,As new
589,2,Apartment,1060,"€390,000",85,USA hyper equipped,No,0,0,0,0,2,No,As new
590,4,Mixed-use building,1050,"€695,000",140,0,No,0,0,0,53,2,0,To renovate
591,3,House,6717,"€339,000",160,Installed,No,0,3020,50,3188,4,0,Good
592,1,Duplex,1860,"€209,000",60,Semi equipped,No,0,0,0,0,2,0,Good
593,2,Ground floor,1785,"€219,000",78,Installed,No,0,0,0,0,3,0,Good
594,1,Apartment,1200,"€230,000",47,Installed,No,0,0,18,0,2,No,Good
595,2,Loft,9600,"€262,000",132,Installed,No,0,0,45,0,2,0,As new
596,3,Duplex,1082,"€309,000",120,Hyper equipped,No,0,0,0,0,2,0,As new
597,4,Apartment,1030,"€390,000",188,Installed,No,0,0,12,0,2,No,0
598,4,Apartment,2800,"€475,000",213,Semi equipped,No,0,0,0,0,3,0,To be done up
599,3,Apartment,2800,"€535,000",380,Semi equipped,No,0,0,21,0,2,0,To be done up
600,6,Apartment,1880,"€995,000",472,Semi equipped,No,2,0,72,0,3,0,Good
601,4,House,1190,"€1,090,000",330,0,No,0,100,15,217,2,0,Just renovated
602,2,House,4000,"€109,000",111,Semi equipped,No,0,0,12,90,2,0,To be done up
